scene,mos,entropy,contrast,sharpness,brightness,colorfulness,noise
7,5.011011027772157,7.52932842652087,0.2551197643491731,0.026986003288112313,0.3084073907577336,0.14661594465643532,0.010851042448135683
7,5.913108405408377,7.585857958003293,0.24259621744639945,0.038092012186916824,0.3753966460136507,0.1689459739805372,0.014406645229649517
7,6.388275252889137,7.584235913874354,0.2323613914919181,0.04413094031482507,0.36226753145759666,0.181070388941987,0.014239774410291214
7,5.333879478129446,7.574440796834187,0.2882502791004929,0.0740087229555821,0.3768231566724101,0.15314827410649548,0.018821422026395526
7,4.510741940329002,7.432321735200212,0.25935516379430207,0.034837755082992805,0.4314169918222739,0.16176522552430944,0.010989807183507592
7,3.667353518738132,6.979435701418893,0.319231483653621,0.08870900791009571,0.5403164673992894,0.26354275410941685,0.022500074283402494
6,5.294112503430595,7.669202943911074,0.25791842762549266,0.015547335520457414,0.6574552648207721,0.22100329760594087,0.011618843046572515
6,4.9171511404706445,7.7027406912497165,0.25340152311786923,0.04502351930984804,0.5596734738817402,0.10915890275744655,0.023791324394380323
6,3.3547341382101026,6.182514181144583,0.3622342277823106,0.03716578610480589,0.5865008684544781,0.1688963697326749,0.01699243418841465
6,6.12860398268985,7.764403978708227,0.2959107851999022,0.030671143518501642,0.4807956870085274,0.1295007978484773,0.018937104657644272
6,6.450002737361505,7.750329279742275,0.23417763596827681,0.021166329015738377,0.5379563175774867,0.10829756250172023,0.01468318675821372
6,3.946742502838668,7.424467589757015,0.21150770147433454,0.01733755911586116,0.6103131063623366,0.1570981203703306,0.010801264512601452
6,5.82465929617285,7.684169671681888,0.24275976688611461,0.01524554502374918,0.4847678888856975,0.09594225080870016,0.013097414951416812
6,4.538086817211058,7.3814789279023065,0.1702262333928351,0.019976533509266058,0.491642003277548,0.12620432652803776,0.016370631142388736
6,5.341463244479555,7.536069738104869,0.19632393583550511,0.03285352018791525,0.5129850100847632,0.1669111381110633,0.019845888240815925
6,1.3520289201150066,5.855198605917292,0.26928536105256645,0.06000998501454354,0.7677861032922283,0.2144529424330724,0.023081226741683947
9,6.83124642378858,6.372368547804552,0.1527135950133683,0.02981415776388257,0.17647786857255923,0.13268769378955128,0.008634540698231037
9,3.175315188234566,5.717783786754786,0.12038013516602385,0.015827179259393313,0.20697179058798,0.06579211489688237,0.006755795526657906
9,4.742256067873338,4.7934453154220025,0.12994370408918263,0.03709807223328469,0.09427710639105902,0.058434651813224534,0.015701086773937802
9,3.757020742737287,6.259510475416089,0.16107809768943934,0.0338370663605688,0.2332166085835376,0.06707745007171166,0.017997971113967528
9,5.186903515790694,6.1006010545291485,0.15027098644132772,0.02243225849203212,0.12491161870021446,0.060397491345687074,0.00683425585705582
9,4.254343474703703,6.839227116791227,0.17138366824946893,0.034354967052667454,0.30409837111928106,0.060723136084084174,0.010474955257807967
9,4.4983119946473735,3.7629762753609826,0.1429264681756574,0.047019305749184705,0.054282364190793506,0.07633706674171369,0.011580147580829741
9,4.840092859314745,4.0864562503510165,0.14866033337590664,0.05280585965375668,0.0743448095383987,0.053791435757260746,0.014638980742781341
9,2.1068412285515548,6.120876613387313,0.20603689090667457,0.027076856543761164,0.22236623327716504,0.057615492005202364,0.00870546071786646
9,7.755253787337989,4.775527398030809,0.19052034998694203,0.09522810040603,0.13718384387446383,0.09566856625801451,0.02570238218799183
109,5.006052838868704,7.24458284093855,0.16568802332753713,0.01481952920048325,0.2715774735594107,0.06610679303442844,0.012777262079381577
109,4.498011806875423,7.228261994348543,0.1513236521993088,0.008137450274084712,0.47086322260837926,0.07879670583843265,0.007192139638952086
109,5.052908170691176,7.245683659915885,0.15464594220995814,0.02266118250495874,0.4261562571806066,0.10368962971161194,0.012417667259225525
109,3.845093036590472,7.1090832110021225,0.13711700838113253,0.008159235946089633,0.4095062355590023,0.09461255315283883,0.007188507876371266
109,5.05289198614809,7.322482535148323,0.18027719629997144,0.01450683783589379,0.31621113696129494,0.10139044691377208,0.009665697066747237
109,5.290280444966105,7.44441617158732,0.17459111803509916,0.009671028114050363,0.4450238396139706,0.17932706350531782,0.008310231848461861
109,3.748766051435745,7.042875127137328,0.13348244538767598,0.010098046059576296,0.3050634147294986,0.07269456645195731,0.011791372737767675
109,4.221342882939099,7.328944058120795,0.16001333408746485,0.01158279885298368,0.4035090926425909,0.08956280310725177,0.011655542301012206
109,2.424593978966844,6.873188308899851,0.15469701755169193,0.008054687626348912,0.18851225609872854,0.10070761887446698,0.008803799286870721
109,8.007644085498175,7.7540182313359,0.24066960260314874,0.03842108079473014,0.44727656545202715,0.14399497482790607,0.02182005315142074
36,5.141348479168019,6.70659174427268,0.22016982156053283,0.021067780037412644,0.2446729074116626,0.10219011112865352,0.006471490583653693
36,4.774462772711413,4.702086689147359,0.18414280433012098,0.02280530163435426,0.08579822615081188,0.0953895547129185,0.007803638711928252
36,5.434973732525207,5.496563032860398,0.157258674542532,0.010199078121533076,0.2000533060310713,0.12219515479868327,0.0037965548563568333
36,4.203553139724784,4.220384954531442,0.1834081622969282,0.020232672428873694,0.07054947996451184,0.12086259585520626,0.005867368266312244
36,4.490936655187245,6.763802229582945,0.21658251617161745,0.01418371546335071,0.22301685607511235,0.09535066097332634,0.010992749823733463
36,4.531546024756811,7.0430490222185815,0.20615919687971335,0.011777214930137822,0.25242919921875,0.09923793632820208,0.00458986432559901
36,4.693546513522375,5.9768699470239355,0.1882043190717325,0.013242289673283409,0.12364076103260314,0.12993744333182702,0.003856302802648943
36,4.368523807146541,5.168809721802519,0.1677948385024432,0.015606564510631247,0.09570462095971201,0.10374275257339736,0.009504041694688421
36,4.572090553814964,5.625534010399701,0.17883678290391997,0.011633318638083472,0.14190248975566788,0.19333099684948618,0.004430670667899248
36,4.936603604422474,5.324931638667513,0.24554069803384015,0.038750704534940866,0.14459355173547284,0.19426970773684601,0.014881398798190578
136,6.477230628921635,7.4201262212898005,0.24531315935898332,0.007934198156014701,0.5112291921977123,0.048999151560750846,0.00915446986826004
136,5.385932979458136,7.115608253343877,0.1913802407697284,0.0020330276050883334,0.4406041463216146,0.10015179111662062,0.0034392204519410386
136,3.4219807237248783,6.971691285215512,0.35814265527678796,0.006128999812000466,0.5349475436740451,0.09690469495901956,0.007083333541770307
136,4.686450320834519,7.3694633048635945,0.20098596922141493,0.003626766365239965,0.5315095490100337,0.05801783801350553,0.004152224353446315
136,4.989025646734102,7.5233797231215425,0.27311421920137247,0.004619429425993546,0.47256822773054535,0.06237367312069218,0.004800317837831547
136,4.076481996195583,6.831136336667968,0.160300433017695,0.004149981252589706,0.4665812872593699,0.08766663230146193,0.007160749635583204
136,5.2519249396022,7.475366887266382,0.246573678550443,0.0034505416597048907,0.5629806119632098,0.04812492974395891,0.005077891858269688
136,4.209284707762677,6.966116999746026,0.1743987142477437,0.0036569836260201462,0.5817366057751225,0.10327517072593408,0.004607373111713249
136,3.6167723151573767,7.22790582480553,0.16596841420076416,0.007278896257636741,0.5401996886808109,0.0958642245566583,0.007858207412507527
136,5.032501024588724,5.916986656351735,0.2989533727302158,0.015599771529606132,0.7404066596934997,0.1129692258634906,0.011646831942027949
23,6.16925478067468,7.256028814021447,0.1606790625955442,0.004600352776006121,0.380698399761923,0.25277103036813103,0.004506610571840958
23,3.869285129781004,7.401937805467783,0.20229360923729253,0.002949872894266393,0.41405131022135416,0.15593799388053137,0.004747837610422306
23,5.022303694764409,7.584447319121752,0.21616011205047797,0.006189663436737458,0.4120512320325265,0.1583202036332846,0.006892414383003668
23,4.558399239508736,7.182572008912538,0.14626701025864972,0.0033303011332324385,0.4087696848351971,0.1785096537245273,0.005845728664791413
23,4.04606235908839,7.151854542059089,0.2879871916291257,0.0039782627718549,0.35849445816738157,0.2190030986647288,0.0049533718876579565
23,4.642564234634378,7.503859019914947,0.24625678815137386,0.00449880272417145,0.3656173007940155,0.1958517022263294,0.004372558272884876
23,4.08962189338781,7.370982289032929,0.18781038460479835,0.0029610171846377958,0.47976472144033394,0.1844530851368425,0.0034299649091975356
23,4.176147146150436,7.292744564511187,0.17582067481438546,0.0027537623183700754,0.4755960302415237,0.24904575864075565,0.003239972562821614
23,4.937325120839252,7.345054478168958,0.20219558263598558,0.0020274349622766744,0.33234045489940767,0.2524593421425925,0.0031308980674814376
23,5.63662168415074,7.373425822042408,0.2534509335605778,0.012024522222611307,0.6197673224156198,0.339091643968428,0.010296134984775359
94,5.255677673661892,7.1705512474154,0.18184757245161207,0.010366886699117525,0.5176187552657782,0.07479156249329073,0.013922839937799789
94,5.433498894231303,7.01123525525605,0.14158597203320278,0.008255946411826365,0.6453824909683925,0.17813546978030492,0.010638782977461316
94,4.129983805086872,6.987186663806547,0.14219016115704972,0.007856775871090318,0.5576498093947865,0.10481353897057283,0.00899119152608716
94,3.176429263066367,6.70283017682825,0.10978304340634355,0.011450682467131677,0.4370239058351205,0.07796122081658337,0.01504515941830433
94,4.0411034878659295,7.07630852695277,0.27242601497896196,0.016380488968546325,0.3998764636469822,0.08039543571646264,0.015699799301521735
94,4.261825612729247,7.079047220630393,0.15060166713365675,0.009820969302014256,0.5417932647505617,0.06693382525066535,0.011644600882336266
94,4.435489774535724,7.328630671519328,0.18207061136997105,0.02317009059508901,0.45980435041041157,0.06024543259664448,0.020464810200360284
94,4.779217756577909,6.968611016092508,0.12798149356840324,0.026643146209186355,0.4615474027745864,0.09757074206617246,0.019383123684804448
94,5.4334994462718464,7.222773852958026,0.2139508334877036,0.01446058448494773,0.5161529241823682,0.0705883262204345,0.014388435255638116
94,6.20085956895274,7.061303410827776,0.21894555512885935,0.0491676078411031,0.7025394913417841,0.1377823736192153,0.030781288926797958
82,4.682352917905754,7.184683537495858,0.1586161744743951,0.021927278765044654,0.37013468025556573,0.08554792751370813,0.01645426233105704
82,7.208048247626607,7.216637172832654,0.19226587598164147,0.0420104623800487,0.37251197964537375,0.10579341985517332,0.01920829583437801
82,5.992318819451404,7.234132538167664,0.14919375906059673,0.04554809619170144,0.41220610375497857,0.12294969242279058,0.022769998108415446
82,4.119629062955872,7.078638622944177,0.1357101319674984,0.029501234551169014,0.3850992040696487,0.08715611758683817,0.019594944350156327
82,5.008906587879664,7.202914520155298,0.22686358134197004,0.05022987110869678,0.30357037712545953,0.11796904664375726,0.021835427333431467
82,2.364735536630365,7.162880820615767,0.14169574986130742,0.019005057737176256,0.48862205954159005,0.11755165838843683,0.01288158928229509
82,4.449362748522169,7.473318498165763,0.18130941257119607,0.019227921753214923,0.5255459654564951,0.19054284828746554,0.013046536725515506
82,4.21458925581537,7.4758456185756295,0.1906497341520528,0.05871517488236648,0.38270206825405945,0.0803162147278364,0.02633608282113297
82,3.373249317988873,7.20613414827306,0.15634889420297626,0.025436220997959988,0.5117684258355034,0.08748880311595393,0.015144324150389908
82,5.734392788203757,7.596100730303341,0.24351155520849282,0.09001078472834848,0.5975165572820925,0.18925724627495458,0.03559852842977226
45,6.8136009973554605,5.841949057398907,0.15639006253006976,0.0048511706930712915,0.13913494434232027,0.08277909368060378,0.004264859318106489
45,3.471971732052548,4.2886061464432155,0.13231075440302867,0.007717716304963771,0.06075478348077512,0.03705417249543373,0.006505598118376353
45,5.530998772908925,7.017394798192637,0.22055571265955184,0.0085133514707036,0.2841069938310611,0.03818211771260001,0.005276342940356368
45,6.058260288677929,7.012817505882529,0.19383426170540846,0.004393442318111806,0.20544268040875205,0.04812004267774336,0.0037064066249049344
45,5.377663074268211,5.4368261606741255,0.1447794201912562,0.004430042375893237,0.10033109577652675,0.045045239044387786,0.0027814688275747067
45,4.42105310502218,5.26869881799292,0.12189064031209262,0.0038122752735557483,0.1858704311395782,0.04434038850538288,0.0029857869256551166
45,1.826783946268715,3.9012340067398825,0.12012684765793787,0.005738126977070611,0.04382345162185968,0.05503912992346781,0.00425707577151295
45,4.010066283095122,6.828889116223513,0.21271827664810217,0.011554972330643131,0.24164075664445467,0.05141893730397781,0.014257914069953453
45,2.9476113136303432,4.533358613294978,0.12319530643010566,0.0064536909266292896,0.0753648446276297,0.04140745985804106,0.00905430703052292
45,6.689575769700401,4.772510786972022,0.19310902836342636,0.018606184152537758,0.11132972069035948,0.07384961085291523,0.0143645981441954
106,3.823489291362178,6.881029247344742,0.13118884000755715,0.011422892854530551,0.5732363333109937,0.396000790173156,0.01035117338213183
106,5.460957366720821,7.437364999310011,0.17874374449069816,0.03898206309143829,0.5245072707631229,0.2678942202034658,0.029033563993735256
106,5.876661297322048,7.362134736196549,0.18210575415502883,0.020593821446159497,0.4488177629857281,0.33453638620522586,0.0195596835420968
106,4.262887906811189,6.913057599362136,0.1308575486197693,0.02961401461528394,0.4820463591930913,0.35817256550352017,0.022566288099912655
106,3.868600618570624,6.798115465847518,0.11027199268164169,0.01667643751788888,0.4697045319999745,0.2770693925515993,0.01944088800095715
106,4.645014186888813,7.1873649733361775,0.15662261161150626,0.012600143904382638,0.4619177525339563,0.282713397394194,0.016249998751352555
106,5.828772842455487,7.2442572054858205,0.17078092130618241,0.00987662067091358,0.559251393835529,0.5019603733147996,0.010774697288641284
106,4.645014042716013,7.066844504686582,0.13671496163099323,0.015915370147129904,0.5231075710720486,0.2959347471912754,0.01645062637475499
106,4.602800550214599,7.551869872535159,0.25816971867018634,0.033993280058586386,0.4902306849660437,0.42553121663167914,0.02514451661576177
106,4.133387179918061,6.93780796830588,0.19617125984401362,0.05076422720870596,0.7659620696423101,0.5171340997359013,0.030664376366488316
103,5.751848089469042,7.496496614724117,0.20633877321194563,0.01986985271485775,0.44940079832388685,0.1045346269568286,0.011982153503733889
103,4.227864552293432,6.928660635617305,0.12911075464367228,0.013925130594816227,0.44950873680364073,0.10601788120172204,0.011942690587006947
103,4.827511047432518,7.340573319608625,0.17982255854250626,0.011943258739205181,0.4645376168045343,0.07920753187294359,0.010443242337904763
103,5.300806253655544,7.0196355240639825,0.13586629531020628,0.026968706170754694,0.45960855920330373,0.12960502498024784,0.014324107765768342
103,4.9127253557756925,7.218060699482292,0.1586975806093073,0.015335955936101136,0.5361942964441636,0.09924101335808674,0.010606432611931917
103,5.798756751468253,7.53737118107842,0.19745980940867258,0.03236722715712655,0.49039539013033595,0.08337079246738392,0.017549096162653145
103,4.227871689949759,7.2142439353456,0.178473897195876,0.009297798851038565,0.6353980768739788,0.1700924206395611,0.00739084653803349
103,3.1374406764836227,7.104977013140241,0.15198104849833866,0.014170391126560301,0.5624987334207772,0.1311455891871873,0.009066347204159803
103,4.007357593845621,7.421113138371984,0.27316281604900905,0.02664652718791809,0.4501233269186581,0.13627977301725727,0.015035056743873383
103,4.955403272606348,7.0027966150001335,0.2453811449733184,0.056206459063153226,0.7393256293402778,0.1630145430842742,0.02479464703512642
78,5.8184567521969495,6.671202876079228,0.12525746709268998,0.006172210729282092,0.30511935364966297,0.10531019317059047,0.00674825940961664
78,4.382957569649,6.722797312953811,0.14413239985287957,0.012673072123218863,0.22222508449180453,0.07968012125687846,0.007832587969544202
78,3.889189718145555,6.445325736913312,0.10084605887995558,0.004307844376668735,0.38175031873914933,0.1143752455980466,0.0038466488563890684
78,4.0714453272751125,6.7025670268884445,0.11383519765847645,0.008139566848653348,0.3394420748442606,0.10549270582896016,0.0037993688432987863
78,3.980763727123596,6.625493064921236,0.11939924489604023,0.0048364487785747005,0.454159486060049,0.0777678159844707,0.00317431985704475
78,3.25650482065291,6.1589903353773074,0.1472388908253791,0.01003823860747361,0.15011296490438625,0.1000235486473702,0.005634780293454329
78,4.558263602567887,6.548703056797386,0.13588001835990007,0.010823751896252743,0.3614235871757557,0.08516686974085313,0.004499355434121764
78,5.674871880671744,6.702956837786128,0.11583695663928759,0.007687693880000746,0.2818221846437143,0.0974891384962305,0.00817042995770635
78,6.118179539530907,6.9836294185666326,0.14527427498705292,0.005953604561697995,0.3634440403358609,0.20975890993340304,0.004521099878673221
78,5.396952345166173,7.220832640915055,0.19092444506017905,0.022296753556651422,0.37296452740438624,0.16339341966536836,0.013177858911954136
148,5.060245763442387,5.978360238375553,0.2678520461868862,0.01669796095167104,0.15666846979677287,0.07349671353677813,0.007789761688394835
148,4.094196937144344,6.745115066101363,0.2520542041889181,0.008761983426103308,0.3013224583046109,0.07255659814737599,0.004220544265922259
148,2.636372955235355,4.947040640980776,0.291450059533511,0.014944262801771645,0.1403333078022876,0.07577100891441244,0.004944900570783523
148,5.060245847862835,6.631197486137015,0.2498384052338626,0.0063584742662245826,0.22761586507161458,0.21469124206305457,0.0042326557328199645
148,4.885927072204177,6.782831541621179,0.2602594310777856,0.008986973078190831,0.2157478881038092,0.07853157436677498,0.00791582075469613
148,3.8170629169840513,6.83620895797644,0.23664284549868703,0.00924422351311787,0.3640475802951389,0.08973229024198497,0.004568027619180605
148,4.712128121508565,6.3556900888407055,0.2538133298567293,0.012032850961238252,0.1823558433383119,0.09762322703209804,0.009573745535168605
148,5.191901898139718,6.446380168050918,0.2292501504584636,0.009631777897803603,0.26918826633029513,0.09081078484577318,0.0038712408376522767
148,6.230028894119599,6.984719884066771,0.24512736873611105,0.009068722688005388,0.20779988407309538,0.11484569543012042,0.003961686823311148
148,5.459474876338803,6.081061489581431,0.29257856798282345,0.025145831250879346,0.2290678236219618,0.14094763528148058,0.013510764890234494
105,4.2875550412744685,7.272159008172215,0.16164162246954683,0.02282719538591847,0.39255407994089564,0.3186843834044259,0.01285654857286081
105,4.491527979466253,7.460234877489178,0.182823091544813,0.03641067267364603,0.431861059650097,0.2657089255527953,0.019231881322547228
105,4.491528140433182,7.256826006529043,0.2413081479208334,0.06062474758723716,0.2565967435151144,0.37424146486381166,0.02625120190353963
105,4.935984512641789,7.451426893283094,0.18900196363537045,0.027978597732355195,0.3245191686293658,0.42502632410907126,0.014590870372888514
105,4.733917747968957,7.450112681357818,0.18704308613336673,0.03353657851674746,0.33028915505004086,0.24376870099229092,0.023106938446514225
105,4.653228890275059,7.278880066775878,0.1721292596361687,0.04119644831145563,0.2924671048432394,0.2697718460196694,0.025157211009909745
105,4.450954727544525,7.501421868602527,0.22954803748238953,0.07360727412955237,0.3107211343603197,0.27721707207241625,0.031448262544137996
105,4.976567974487165,7.552649569134741,0.21532893272826276,0.052824988714628665,0.37735066133386946,0.32582753080028504,0.0232480445845707
105,4.693575255671463,7.396569812825815,0.17690932509050175,0.04614208175460183,0.33475803549772776,0.32027033669637206,0.020399077813880145
105,5.432745013216971,7.7887979441987305,0.28458922762127553,0.13108451660410253,0.47576345805249187,0.45516640989194207,0.04630251538483936
154,4.141646776523881,4.803867181487177,0.044834990716576734,0.002126987166662963,0.6065363566080729,0.05612499243836039,0.003469658480591852
154,4.629017779014465,5.891605215034026,0.07155120150311668,0.0014883732300979306,0.4100227804744945,0.04158870523446345,0.0027971449575136345
154,7.705930130536075,6.087210564222916,0.09464476240507873,0.004471749158829779,0.6986776115068423,0.04795832791627612,0.003289793970974226
154,3.123492217277365,3.627675248063374,0.1325520629595497,0.006016886965257585,0.9399837618559794,0.08997482243748423,0.0032467076791089116
154,5.648519051950678,5.486382217569644,0.07132579962475602,0.0038451503434325,0.6391266567255157,0.07307172807524558,0.0032032942769880494
154,5.449254091681092,5.089582332248585,0.06929988435636583,0.0030981251275811945,0.7910599054074755,0.06260037758532151,0.0016469833617965344
154,5.012542410162903,6.058380354549356,0.07947350476996738,0.0024215878104495285,0.6355186412537019,0.046474034392454226,0.0022498433690492686
154,5.15691154847398,6.1938232911822855,0.08936807554684845,0.0016833184367743028,0.7241008185093698,0.05109049392619644,0.0020448542755728636
154,4.868743312101146,5.492636286860437,0.07179624965973203,0.005924700505124738,0.7559902714748009,0.03629179240406004,0.005500149260969202
154,1.4115279652582495,2.5769718833679898,0.05142391202406707,0.004478085805511133,0.9847333022971558,0.09910439345186996,0.002113622916219878
101,5.500674604880194,7.645686460649955,0.20992925413112057,0.042098858004504004,0.44262303371055456,0.15454290375017005,0.02200002669779021
101,4.943262049234768,7.351755870274103,0.17070339458112382,0.017417136646761918,0.5141042572220946,0.1695315504954691,0.011725225172886263
101,4.483543036535812,7.2614508611576,0.14899059166069503,0.03059410696521798,0.4507474812027676,0.23275258757798378,0.015324423508396131
101,5.239657133928409,7.649934587894252,0.20772250018192215,0.019891419301217773,0.5138106701420803,0.3496146030059326,0.01180444876054712
101,5.772675349205073,7.463718477476036,0.21940545577196252,0.023938622514028726,0.5097558115042892,0.18555315226689853,0.012016449755911672
101,3.8375638860413743,7.290641835434798,0.28517008181554276,0.03396565872691747,0.3913523755042382,0.19157538499390026,0.017300920128002027
101,3.882193273145913,7.2150755674330345,0.14743600062388784,0.020021301467901546,0.40768865448197505,0.16776555989307987,0.016199518928967625
101,4.2302166315806,7.318093801743445,0.16648962959085567,0.017762906377036383,0.5043240516014348,0.23083410936317766,0.010140803744323792
101,4.272839038604113,7.415758438123884,0.1920816254072743,0.01676290708892997,0.4565485237470639,0.1354315133466423,0.014420009782740892
101,4.98496027982358,7.30717713694803,0.2422384872292428,0.0691316692370442,0.6706734551323784,0.33492158560374846,0.030417030688639744
119,4.338415732117657,6.154928118293234,0.09787301907495988,0.0042233231995696206,0.4176851659039267,0.07145350432610209,0.006429972743526516
119,5.389473886768357,6.103428676990306,0.10709571201669454,0.003343370115200495,0.47806089313980804,0.044783143679222114,0.003083873871385879
119,3.983065488548149,6.549138873631746,0.12934669795782958,0.005404842909108871,0.39454757590699036,0.11637255704835438,0.0075425585970679086
119,4.206467063586848,6.25572017882559,0.12831587467912095,0.009325611774745387,0.257032077764374,0.04688215608608303,0.012359978430054873
119,3.263913671133549,5.711374171921261,0.14083617419658795,0.0052444688217097805,0.17065090603298613,0.061199662820191424,0.008124710008911755
119,5.389475992309861,6.384256891508799,0.11582049362908615,0.006957183147265404,0.3981396344752094,0.061641958070417883,0.011211871757738008
119,5.713311086037106,6.197974997085829,0.13005311989511723,0.004901843299829186,0.378430883868847,0.059858822594744045,0.0036256271666696128
119,4.162213556015892,6.291267553331348,0.09264849798941224,0.007281199525265843,0.32016662398194956,0.05818140587153823,0.012488402755127049
119,4.382128060793161,6.451391842734594,0.09894501471765052,0.006401168968055926,0.394956132477405,0.061851729233948,0.005117140895214157
119,6.319120745669252,6.78098376835216,0.17263043046327378,0.02196862480597628,0.42012826757493366,0.10045421562213215,0.0206652155565378
